Text,Author,Tags,Author Image,Opus
“Don't Complain about your life when you are the one who is handling it.”,Brajesh Kumar Singh,"best-quotes, blogger-brajesh, brajesh-kumar-singh, inspirational, life, motivational, quotes-by-brajesh","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1659700828i/20194233._UX200_CR0,0,200,200_.jpg",
“Busyness is a self-destructive tool humans have invented to create an illusion of success”,"Sukant Ratnakar,","growth, motivational, personal-development, perspective, time-management","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Technology is becoming self-sufficient and humans more independent”,"Sukant Ratnakar,","dependence, humans, motivational, technology, upgradation","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“We conserve what is available in abundance (energy) and waste what is limited (time)”,"Sukant Ratnakar,","growth, motivational, personal-development, perspective, time-management","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Ironically, we sell our time to earn comforts — comforts that we do not get time to enjoy”","Sukant Ratnakar,","comforts, energy, inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“Power is the difference in wealth or influence. Humbleness is to ignore the difference, even if it is there”","Sukant Ratnakar,","inspirational, motivational, power, wealth","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
"“As our energy levels drop, our comfort zones become smaller”","Sukant Ratnakar,","comforts, energy, inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“Trying to be someone or aiming to be a professional pretzel is exhausting”,"Sukant Ratnakar,","inspirational, motivational, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1615430489i/5570086._UX200_CR0,0,200,200_.jpg",Quantraz
“You are not bound to Birth & Death but to This & That.”,Ritu Negi,"enlightenment, inspirational-quotes-for-women, life-lessons, motivational, quotes-to-live-by, spritual-quotes, the-ultimate-truth","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1690275357i/20556071._UX200_CR0,77,200,200_.jpg",
“A restless mind makes for a ruffled pillow.”,Charlotte Brontë,"motivational, restless-mind, stimulating, thought-provoking","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1335001351i/1036615._UX200_CR0,0,200,200_.jpg",
"“When you have nothing, you are open to limitless possibilities. You can be anything. You can do anything.”","Nimish Dayalu,","freedom, inspirational, life, life-quotes, motivational, possibilities, yes-to-life",,Caveman’s Secret Sauce: Finding Answers to the World’s Oldest Questions
“I revel in the beauty that God has given me of which there is no end.”,"Bethanee Epifani J. Bryant,","beauty, bethanee-epifani, bethanee-epifani-j-bryant, black-author, black-women-quotes, black-writer, inspirational, motivational",,My Quarter-of-a-Century Life Lessons:Building a Foundation for Success
“Choose whether you'll approach life half-ass or kick-ass. There really is no in-between.”,Anna Moore Bradfield,"choose, inspirational, life, motivational, reflective, thought-provoking",,
“...prizes are nothing. My prize is my work.”,Katharine Hepburn,"inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1332828172i/84099._UX200_CR0,15,200,200_.jpg",
"“It was not in my though to hold a gradges or revenge for my past pain,yah there's a window or understandable explanation of it but when my eyes opened I'd seen that it would be waist of time to do it and I'd enough pain the only thing that I was focus on was being delivered and transformed cause that were coming with freedom that I always praid for, i thanks God that I didnt thought about it cause I see now more problems that I would be more invited it in my life like others who experience the same situation.I pray for you to look things ike me.”",Nozipho N.Maphumulo,"advise, god, gradge, inspirational, motivational, pray, revenge, tips",,
"“If you wish to be paid, you must be willing to work.”",Lailah Gifty Akita,"job, motivational, paid, willing, work",,
"“The true identity of a person is not best reflected in the respect he receives from people in front to him, but it is found where people talk about him most in his absence.”",Srinivas Mishra,"identity, inspirational, motivational, quotes, srinivas, srinivassir",,
"“The true identity of a person is not best reflected in the respect he receives from people in front of him, but it is found where people talk about him most in his absence”",Srinivas Mishra,"identity, inspirational, motivational, quotes, srinivas, srinivassir",,
“Human beings can only improve the lives of their fellow people.”,Lailah Gifty Akita,"human-beings, improve, motivational",,
"“Birds are in-tune with the seasons. Like the birds, I am learning to embrace change. Understanding when to nest & when to trek. Flying is releasing. You'll know when it's time to submit to the air.”","Bethanee Epifani J. Bryant,","bethanee-epifani, bethanee-epifani-j-bryant, black-authors, black-women-quotes, inspirational, motivational",,My Quarter-of-a-Century Life Lessons:Building a Foundation for Success
“Keeping negative energies and people at the bay will solve all your problems!”,Raajesh pillai,"destoying, inspirational, limited-thinking, love-quotations, motivational, negative-people, obstacles-quotes, overthinking-quotes, self-love, worries-quote",,
“It is amazing how the Powerful God provides.”,Lailah Gifty Akita,"god, motivational, provides",,
"“Don't be too stubborn to change, change is law of life.”",Lailah Gifty Akita,"change, law, life, motivational, sturbborn",,
"“Other people use to say we learn from mistakes indeed it where we grow although it feel like you gonna die in the mist of situations and you feel like you never make it the secret is the victory waiting to meet you outside,see life is tricky like that when times goes on you reach on understanding that you need to be thankfull with all the journey that you walked through after see the results of it turns a fruitsof that tree in a hardly way. It not that I'm trying to make you fear it just a reality of life it beffer to know your enemy tricks will help you to see what you dealing with and how you need solve it?”",Nozipho N.Maphumulo,"inspirational, journey, motivational, solve, thankful",,
"“Now it my time to thanks God openly with my rough life journey if I didnt go through in it I wouldnt speak with you here, reach things that I have right now and become person that I am when I compare my life before and after it improved a lot and I'm so greatful it make me agree that there were no mistakes on passing on those situations the thing I like the most is the person I became. Now I can boost,motivate you on your own journey I'm a best person to tell you bolde now that in patient there's success by trust and believe in God you never loose and it your arrow & sheild.”",Nozipho N.Maphumulo,"god, improve, inspirational, jounery, life, motivational, success",,
"“What motivates us? Challenge. What moves us? Challenge. What makes us better and stronger and more courageous? Challenge. Embrace the challenge, people!”",Anna Moore Bradfield,"challenge, clarity, inner-strength, inspirational, motivational, thought-provoking",,
“The time we spend here on earth is like a droplet in a pail of eternity. Yet that one droplet affects all the others in that bucket.”,Anna Moore Bradfield,"choice, eternity, inspirational, motivational, reflective, thought-provoking, time",,
“To be distracted by the agendas or opinions of others is to keep us at a distance from our dreams.”,Anna Moore Bradfield,"distraction, dreams, inspirational, motivational, opinion, thought-provoking",,
"“I want to mean something, to leave my mark, to rest in the assurance that people were better off having known me.”",Anna Moore Bradfield,"better, influence, inspirational, meaning, motivational, thought-provoking",,
